band,importance
April_B08,0.2270206206568051
April_B04,0.21855253337610797
April_B03,0.2108140357029784
August_B08,0.08971715166476969
November_B08,0.05206970363189804
August_B03,0.05185315735564719
August_B04,0.03939631705259198
April_B02,0.038302759607002794
November_B02,0.020241513895384023
November_B03,0.019054104010299097
August_B02,0.018948759884598973
November_B04,0.014029343161916875
